city_name,latitude,longitude,country
Pompano Beach,26.2428,-80.1312,United States
Tablada,-34.6833,-58.5333,Argentina
Laoag,18.2,120.6,Philippines
Zhukovskiy,55.6011,38.1161,Russia
West Palm Beach,26.7468,-80.1316,United States
Funchal,32.65,-16.9167,Portugal
Ligao,13.2167,123.5167,Philippines
Kuqa,41.7277,82.9364,China
Nsukka,6.8567,7.3958,Nigeria
Escuintla,15.3194,-92.6583,Mexico
Kazo,36.1314,139.6019,Japan
Hounslow,51.4668,-0.375,United Kingdom
Terni,42.5667,12.65,Italy
Waterloo,42.492,-92.3522,United States
Trier,49.7567,6.6414,Germany
Terrebonne,45.7,-73.6333,Canada
Namur,50.4667,4.8667,Belgium
Rochdale,53.6136,-2.161,United Kingdom
Murom,55.5725,42.0514,Russia
Bedford,52.135,-0.47,United Kingdom
Everett,47.9525,-122.1669,United States
Manzini,-26.4833,31.3667,Swaziland
El Centro,32.7867,-115.5586,United States
Villa Mercedes,-33.6667,-65.4667,Argentina
Winterthur,47.4992,8.7267,Switzerland
Jawhar,2.767,45.5166,Somalia
Sandacho,34.8894,135.2253,Japan
Tuzla,44.5381,18.6761,Bosnia And Herzegovina
Tarnow,50.0125,20.9883,Poland
Santa Fe,35.6619,-105.9819,United States
Khardah,22.72,88.38,India
Gapan,15.3075,120.9453,Philippines
Nguru,12.8804,10.45,Nigeria
Downey,33.9379,-118.1312,United States
Stockport,53.4083,-2.1494,United Kingdom
Kecskemet,46.9074,19.6917,Hungary
Lowell,42.6389,-71.3217,United States
Ahuachapan,13.9214,-89.845,El Salvador
Fresnillo,23.175,-102.8675,Mexico
Centennial,39.5926,-104.8674,United States
Wloclawek,52.65,19.05,Poland
Fasa,28.9381,53.6481,Iran
As Salamiyah,35.0111,37.0531,Syria
Yessentuki,44.0431,42.8644,Russia
Elgin,42.0385,-88.3229,United States
Tabuk,17.45,121.4583,Philippines
Kiffa,16.6164,-11.4044,Mauritania
Dali,34.7953,109.9378,China
Yenangyaung,20.4583,94.8732,Burma
Ourinhos,-22.9789,-49.8708,Brazil
Quibor,9.9281,-69.5778,Venezuela
Borazjan,29.2667,51.2158,Iran
Richmond,37.9477,-122.339,United States
Shinyanga,-3.6619,33.4231,Tanzania
Ash Shaykh `Uthman,12.8866,45.0279,Yemen
Genhe,50.7833,121.5167,China
Montego Bay,18.4667,-77.9167,Jamaica
Jeonghae,35.5653,126.8561,"Korea, South"
Shirayamamachi,36.5144,136.5656,Japan
Baneh,35.9975,45.8853,Iran
Mascara,35.4,0.1333,Algeria
Darlington,54.527,-1.5526,United Kingdom
Broken Arrow,36.0365,-95.7809,United States
Tinaquillo,9.9167,-68.3,Venezuela
Milton,43.5083,-79.8833,Canada
Yoju,37.2939,127.6383,"Korea, South"
Bangaon,23.07,88.82,India
Miami Gardens,25.9433,-80.2426,United States
Bage,-31.32,-54.1,Brazil
Pisco,-13.71,-76.2032,Peru
Dera Ismail Khan,31.8167,70.9167,Pakistan
Taitung,22.7583,121.1444,Taiwan
Mineshita,35.1186,138.9186,Japan
The Woodlands,30.1738,-95.5134,United States
Bend,44.0562,-121.3087,United States
Burlington,44.4877,-73.2314,United States
Kandi,11.1304,2.94,Benin
Taourirt,34.41,-2.89,Morocco
Apucarana,-23.55,-51.47,Brazil
Koszalin,54.1903,16.1817,Poland
Baybay,10.6833,124.8,Philippines
Labe,11.3167,-12.2833,Guinea
Jurupa Valley,34.001,-117.4705,United States
Gualeguaychu,-33.0078,-58.5111,Argentina
Caen,49.18,-0.37,France
Botosani,47.7486,26.6694,Romania
Sandy Springs,33.9366,-84.3703,United States
Yongju,36.8217,128.6308,"Korea, South"
Gresham,45.5023,-122.4413,United States
Uitenhage,-33.75,25.4,South Africa
Bukoba,-1.3333,31.8167,Tanzania
Corumba,-19.0089,-57.6528,Brazil
Maxixe,-23.8597,35.3472,Mozambique
Lewisville,33.0452,-96.9823,United States
Ipiales,0.8289,-77.6406,Colombia
Hillsboro,45.5272,-122.9361,United States
Soma,39.1833,27.6056,Turkey
San Buenaventura,34.2741,-119.2314,United States
Musoma,-1.5069,33.8042,Tanzania
Novoshakhtinsk,47.7667,39.9167,Russia
Crawley,51.1092,-0.1872,United Kingdom
Ferizaj,42.3667,21.1667,Kosovo
Ikeda,34.8167,135.4333,Japan
St. John's,47.4817,-52.7971,Canada
Jacksonville,34.7288,-77.3941,United States
Salford,53.483,-2.2931,United Kingdom
Wembley,51.5528,-0.2979,United Kingdom
Pottstown,40.2507,-75.6444,United States
Tajimi,35.3328,137.1322,Japan
Moncton,46.1328,-64.7714,Canada
Tadpatri,14.92,78.02,India
Huauchinango,20.1767,-98.0528,Mexico
Yasuj,30.6667,51.5833,Iran
Jalpaiguri,26.5167,88.7333,India
Dagenham,51.5397,0.1422,United Kingdom
Barletta,41.32,16.27,Italy
Birnin Kebbi,12.4504,4.1999,Nigeria
Siauliai,55.9281,23.3167,Lithuania
Seversk,56.6,84.85,Russia
Teofilo Otoni,-17.87,-41.5,Brazil
El Limon,10.3059,-67.6321,Venezuela
Inglewood,33.9566,-118.3444,United States
Orsha,54.5092,30.4258,Belarus
An Nuhud,12.6904,28.42,Sudan
San Rafael,-34.6175,-68.3356,Argentina
Tagbilaran City,9.65,123.85,Philippines
Thunder Bay,48.3822,-89.2461,Canada
Pavlohrad,48.52,35.87,Ukraine
Spring Hill,28.4797,-82.53,United States
Yevpatoriya,45.2,33.3583,Ukraine
Douliu,23.7075,120.5439,Taiwan
Juazeiro,-9.42,-40.5,Brazil
Chaman,30.921,66.4597,Pakistan
Queenstown,-31.9,26.8833,South Africa
Umm Qasr,30.0342,47.9294,Iraq
Sliven,42.6808,26.3164,Bulgaria
Suriapet,17.15,79.6167,India
Kogon Shahri,39.7211,64.5458,Uzbekistan
League City,29.4873,-95.1087,United States
Kefar Sava,32.1858,34.9077,Israel
Alchevsk,48.4672,38.7983,Ukraine
Gillingham,51.385,0.55,United Kingdom
Eau Claire,44.8199,-91.4949,United States
Bolzano,46.5,11.35,Italy
Charsadda,34.1453,71.7308,Pakistan
Roubaix,50.6901,3.1817,France
Turlock,37.5053,-120.8588,United States
Temple,31.1076,-97.3894,United States
La Piedad,20.3333,-102.0167,Mexico
Himamaylan,10.1,122.8667,Philippines
Mansfield,53.15,-1.2,United Kingdom
Mmabatho,-25.85,25.6333,South Africa
Ilebo,-4.3167,20.6,Congo (Kinshasa)
Taungoo,18.9483,96.4179,Burma
Dieppe,46.0989,-64.7242,Canada
Arzamas,55.3833,43.8,Russia
Moron,-34.65,-58.6167,Argentina
Longjiang,47.3404,123.18,China
San Felipe,21.4833,-101.2167,Mexico
Songea,-10.6833,35.65,Tanzania
Artem,43.35,132.1833,Russia
Noyabrsk,63.2017,75.4517,Russia
Nakhon Si Thammarat,8.4333,99.9667,Thailand
Petrzalka,48.1333,17.1167,Slovakia
Chabahar,25.2836,60.6236,Iran
Raba,-8.4614,118.747,Indonesia
La Banda,-27.7333,-64.25,Argentina
Ourense,42.3364,-7.8633,Spain
Sioux City,42.4959,-96.3901,United States
Kemalpasa,38.4261,27.4172,Turkey
Salisbury,38.3756,-75.5867,United States
Vinh Long,10.255,105.9753,Vietnam
Ballarat,-37.55,143.85,Australia
Davie,26.0789,-80.287,United States
Achinsk,56.2817,90.5039,Russia
Daly City,37.6862,-122.4685,United States
Toride,35.9114,140.0503,Japan
Subotica,46.0983,19.67,Serbia
Nusaybin,37.0833,41.2167,Turkey
Trincomalee,8.5667,81.2333,Sri Lanka
Akhmim,26.5642,31.7461,Egypt
Azare,11.6804,10.19,Nigeria
Brovary,50.5114,30.7903,Ukraine
Yelets,52.6167,38.4667,Russia
Pushkino,56.0167,37.85,Russia
Liberec,50.77,15.0584,Czechia
Mazyr,52.05,29.2333,Belarus
Tikrit,34.6,43.6833,Iraq
Robat Karim,35.4847,51.0828,Iran
Koutiala,12.3904,-5.47,Mali
Passos,-20.71,-46.61,Brazil
Lerma,19.2847,-99.5119,Mexico
Ciudad Rio Bravo,25.9861,-98.0889,Mexico
Allen,33.1088,-96.6735,United States
Tarim,16.05,49,Yemen
Kroonstad,-27.6456,27.2317,South Africa
Kandhkot,28.4,69.3,Pakistan
Granada,11.93,-85.9561,Nicaragua
Novara,45.45,8.6167,Italy
Kongolo,-5.3795,26.98,Congo (Kinshasa)
Moers,51.4592,6.6197,Germany
Kalisz,51.757,18.083,Poland
Saijo,33.9196,133.1812,Japan
Yozgat,39.8208,34.8083,Turkey
Highlands Ranch,39.5419,-104.9708,United States
Al Faw,29.98,48.47,Iraq
West Covina,34.0555,-117.9112,United States
Salzgitter,52.1503,10.3593,Germany
Berdsk,54.75,83.1,Russia
Sparks,39.5729,-119.7157,United States
Waterloo,43.4667,-80.5167,Canada
Galle,6.0395,80.2194,Sri Lanka
Tadepallegudem,16.8333,81.5,India
Zomba,-15.3833,35.3333,Malawi
Dobrich,43.5667,27.8333,Bulgaria
Sergiyev Posad,56.3,38.1333,Russia
Konotop,51.2369,33.2027,Ukraine
Courbevoic,48.8978,2.2531,France
Zihuatanejo,17.6444,-101.5511,Mexico
Bouskoura,33.4489,-7.6486,Morocco
Lysychansk,48.9169,38.4306,Ukraine
Khak-e `Ali,36.1283,50.1764,Iran
Maumere,-8.6189,122.2123,Indonesia
Samal,7.05,125.7333,Philippines
Girona,41.9833,2.8167,Spain
San Mateo,37.5521,-122.3122,United States
Villa Luzuriaga,-34.6667,-58.5833,Argentina
Eastbourne,50.77,0.28,United Kingdom
Worcester,52.192,-2.22,United Kingdom
Caseros,-34.6167,-58.5333,Argentina
Fyfield,51.739,0.2722,United Kingdom
Tula de Allende,20.05,-99.35,Mexico
Catbalogan,11.7833,124.8833,Philippines
Chongshan,18.7787,109.5117,China
Abengourou,6.7297,-3.4964,Côte D’Ivoire
Lower Hutt,-41.2167,174.9167,New Zealand
Kalyani,22.975,88.4344,India
Kilinochchi,9.4004,80.3999,Sri Lanka
Sakado,35.9572,139.4031,Japan
Isehara,35.4028,139.315,Japan
Piacenza,45.05,9.7,Italy
Ed Damer,17.59,33.96,Sudan
Norwalk,33.9069,-118.0829,United States
Santa Rosa,-36.6203,-64.2906,Argentina
Dolisie,-4.1961,12.6731,Congo (Brazzaville)
Negapatam,10.7667,79.8333,India
Wigan,53.5448,-2.6318,United Kingdom
Tourcoing,50.7239,3.1612,France
Osijek,45.5603,18.6703,Croatia
Ariana,36.8667,10.2,Tunisia
Siegen,50.8756,8.0167,Germany
Gardez,33.5931,69.2297,Afghanistan
Biak,-1.1615,136.0485,Indonesia
Columbia,39.2004,-76.859,United States
Elista,46.3167,44.2667,Russia
Libertad,-34.6833,-58.6833,Argentina
Rialto,34.1174,-117.3894,United States
Thika,-1.0396,37.09,Kenya
Manteca,37.7927,-121.2264,United States
Araxa,-19.5928,-46.9408,Brazil
Bumba,2.19,22.46,Congo (Kinshasa)
Bayugan,8.7143,125.7481,Philippines
Burzaco,-34.8167,-58.3667,Argentina
Talara,-4.5833,-81.2667,Peru
Novokuybyshevsk,53.1,49.9167,Russia
Bergama,39.1228,27.1783,Turkey
Miryang,35.4933,128.7489,"Korea, South"
Nyeri,-0.4167,36.95,Kenya
Satu Mare,47.79,22.89,Romania
Houzhuang,35.62,111.21,China
Hildesheim,52.15,9.95,Germany
Ginowan,26.2817,127.7783,Japan
Sangju,36.4153,128.1606,"Korea, South"
Kirklareli,41.7347,27.2253,Turkey
Hove,50.8352,-0.1758,United Kingdom
Legnica,51.2101,16.1619,Poland
Nanterre,48.8988,2.1969,France
Bhadreswar,22.82,88.35,India
Noginsk,55.85,38.4333,Russia
Nikaia,37.9667,23.6333,Greece
Lida,53.8872,25.3028,Belarus
Saint Helens,53.4541,-2.7461,United Kingdom
Talisay,10.7333,122.9667,Philippines
El Cajon,32.8017,-116.9605,United States
Bethal,-26.45,29.45,South Africa
Mumias,0.3333,34.4833,Kenya
Burbank,34.1879,-118.3235,United States
Longmont,40.1686,-105.1005,United States
Yunfu,28.6331,104.4181,China
Mayari,20.6592,-75.6781,Cuba
Mositai,45.5266,119.6506,China
Dhangadhi,28.6833,80.6,Nepal
Kashmar,35.2383,58.4656,Iran
San Felipe del Progreso,19.7125,-99.9511,Mexico
Klagenfurt,46.6167,14.3,Austria
Delta,49.0847,-123.0586,Canada
Chilakalurupet,16.0892,80.1672,India
Coatepec,19.4553,-96.9586,Mexico
Sabratah,32.7922,12.4842,Libya
Trindade,-16.65,-49.5,Brazil
Boryeong,36.3333,126.6167,"Korea, South"
Shushtar,32.0436,48.8569,Iran
Santo Antonio de Jesus,-12.9692,-39.2611,Brazil
Teluk Intan,4.0333,101.0167,Malaysia
Hemel Hempstead,51.7526,-0.4692,United Kingdom
Assis,-22.6619,-50.4119,Brazil
Berisso,-34.8667,-57.8667,Argentina
Renton,47.4784,-122.1919,United States
Inzai,35.8322,140.1458,Japan
Duitama,5.8305,-73.02,Colombia
Chatham,42.4229,-82.1324,Canada
`Ibri,23.2254,56.517,Oman
Vista,33.1896,-117.2386,United States
Olomouc,49.5939,17.2508,Czechia
Zheleznogorsk,52.3333,35.3667,Russia
Logan,41.74,-111.8419,United States
Patos,-7.0196,-37.29,Brazil
Sungai Penuh,-2.0636,101.3961,Indonesia
Vitry-sur-Seine,48.7875,2.3928,France
Tizayuca,19.8333,-98.9833,Mexico
Socopo,8.2322,-70.8206,Venezuela
Prescott Valley,34.5983,-112.3176,United States
Ancona,43.6167,13.5167,Italy
Trinidad,-14.8333,-64.9,Bolivia
Salihorsk,52.7842,27.5425,Belarus
Vacaville,38.359,-121.968,United States
San Luis de la Paz,21.3,-100.5167,Mexico
Wakefield,53.68,-1.49,United Kingdom
Chikusei,36.3072,139.9831,Japan
Oued Zem,32.86,-6.56,Morocco
Kani,35.4258,137.0611,Japan
Edinburg,26.3197,-98.1596,United States
Konan,35.3333,136.8667,Japan
Mishan,45.5504,131.88,China
Gutersloh,51.9,8.3833,Germany
Sakata,38.9144,139.8364,Japan
Carmel,39.965,-86.146,United States
Spokane Valley,47.6626,-117.2346,United States
Oum el Bouaghi,35.8706,7.115,Algeria
Watford,51.655,-0.3957,United Kingdom
Jilotepec,19.9519,-99.5328,Mexico
Navapolatsk,55.5333,28.6667,Belarus
Cottbus,51.7606,14.3342,Germany
Edison,40.536,-74.3697,United States
Kpalime,6.91,0.6281,Togo
San Angelo,31.4424,-100.4506,United States
Lakewood,40.0763,-74.2031,United States
Kaiserslautern,49.4447,7.7689,Germany
Gangtok,27.33,88.62,India
La Crosse,43.824,-91.2268,United States
Ahar,38.475,47.0603,Iran
Diourbel,14.655,-16.2314,Senegal
Andria,41.2317,16.3083,Italy
Tsuyama,35.1406,134.0319,Japan
Arden-Arcade,38.6034,-121.381,United States
Masjed Soleyman,31.9333,49.3,Iran
Mairipora,-23.3189,-46.5869,Brazil
Torbat-e Jam,35.2439,60.6225,Iran
Magangue,9.23,-74.74,Colombia
Kam'yanets'-Podil's'kyy,48.6806,26.5806,Ukraine
Idaho Falls,43.4872,-112.0362,United States
Holland,42.7677,-86.0985,United States
Red Deer,52.2681,-113.8111,Canada
Charlottesville,38.0375,-78.4855,United States
Drohobych,49.35,23.5,Ukraine
Shahrisabz,39.05,66.8333,Uzbekistan
Lincoln,53.2344,-0.5386,United Kingdom
Longview,32.5193,-94.7621,United States
Woodbridge,40.5611,-74.2943,United States
Tracy,37.7269,-121.4522,United States
Kamloops,50.6761,-120.3408,Canada
Bento Goncalves,-29.1695,-51.52,Brazil
Ramnicu Valcea,45.1047,24.3756,Romania
Erechim,-27.63,-52.27,Brazil
Kettering,52.3931,-0.7229,United Kingdom
Viseu,40.6667,-7.9167,Portugal
Kohima,25.6667,94.1194,India
Mingacevir,40.77,47.0489,Azerbaijan
Janakpur,26.7122,85.9217,Nepal
Chipata,-13.6386,32.6453,Zambia
Tultepec,19.685,-99.1281,Mexico
Ciudad General Belgrano,-34.7261,-58.5289,Argentina
Khanty-Mansiysk,61,69,Russia
Creteil,48.7911,2.4628,France
Bismarck,46.8144,-100.7694,United States
Herzliyya,32.1556,34.8422,Israel
Yen Bai,21.7,104.8667,Vietnam
Shumen,43.27,26.9244,Bulgaria
Orem,40.2983,-111.6992,United States
Yashio,35.8228,139.8392,Japan
Half Way Tree,18.0106,-76.7975,Jamaica
Vi Thanh,9.7833,105.4708,Vietnam
Tumbes,-3.5667,-80.45,Peru
Malindi,-3.21,40.1,Kenya
Szekesfehervar,47.2,18.4167,Hungary
Xirdalan,40.4486,49.7564,Azerbaijan
Tenancingo,18.9608,-99.5906,Mexico
Ponta Pora,-22.5361,-55.7256,Brazil
Wangqing,43.3248,129.7343,China
Sibolga,1.7425,98.7792,Indonesia
Aubervilliers,48.9131,2.3831,France
Balanga,14.6833,120.5333,Philippines
Bunia,1.5604,30.24,Congo (Kinshasa)
Arauca,7.0903,-70.7617,Colombia
Totonicapan,14.9108,-91.3606,Guatemala
Sidi Slimane,34.26,-5.93,Morocco
Peje,42.65,20.3,Kosovo
Yishui,35.7904,118.62,China
Fulham,51.4828,-0.195,United Kingdom
Muriae,-21.13,-42.39,Brazil
Schwerin,53.6333,11.4167,Germany
San Francisco Solano,-34.7667,-58.3167,Argentina
Tartu,58.38,26.7225,Estonia
Zifta,30.7119,31.2394,Egypt
Ceske Budejovice,48.9747,14.4747,Czechia
Colombes,48.9236,2.2522,France
Cankiri,40.6,33.6167,Turkey
East Ham,51.5323,0.0554,United Kingdom
Masbate,12.3667,123.6167,Philippines
Kakamega,0.2833,34.75,Kenya
Rio Gallegos,-51.6333,-69.2333,Argentina
Ludwigsburg,48.8975,9.1919,Germany
Compton,33.893,-118.2275,United States
Errachidia,31.9319,-4.4244,Morocco
Esslingen,48.7406,9.3108,Germany
Al Bahah,20.0129,41.4677,Saudi Arabia
Yotsukaido,35.67,140.1683,Japan
Sunrise,26.1547,-80.2997,United States
Noumea,-22.2625,166.4443,New Caledonia
Barnsley,53.5537,-1.4791,United Kingdom
Hartlepool,54.69,-1.21,United Kingdom
Obu,35.0167,136.9667,Japan
Gjakove,42.3833,20.4333,Kosovo
Mtwara,-10.2736,40.1828,Tanzania
Ealing,51.5175,-0.2988,United Kingdom
Birkenhead,53.393,-3.014,United Kingdom
Guercif,34.23,-3.36,Morocco
Quincy,42.2516,-71.0183,United States
Lynn,42.4779,-70.9663,United States
Monte Chingolo,-34.7333,-58.35,Argentina
Drobeta-Turnu Severin,44.6361,22.6556,Romania
Nisshin,35.1333,137.0333,Japan
Haskovo,41.9311,25.5575,Bulgaria
Suceava,47.6514,26.2556,Romania
Hradec Kralove,50.2092,15.8319,Czechia
Al Fujayrah,25.1308,56.3347,United Arab Emirates
Usti nad Labem,50.6592,14.0417,Czechia
Ciudad Lazaro Cardenas,17.9561,-102.1922,Mexico
Sirnak,37.5164,42.4611,Turkey
South Gate,33.9448,-118.1926,United States
Miaoli,24.57,120.82,Taiwan
Makeni,8.8817,-12.0442,Sierra Leone
Nuneaton,52.523,-1.468,United Kingdom
Itanhaem,-24.1831,-46.7889,Brazil
Brixton,51.463,-0.106,United Kingdom
Kirkland,47.6974,-122.2054,United States
Levallois-Perret,48.895,2.2872,France
Brusque,-27.13,-48.93,Brazil
Santiago de Compostela,42.8805,-8.5457,Spain
Magadan,59.5667,150.8,Russia
Pardubice,50.0386,15.7792,Czechia
Bender,46.8333,29.4833,Moldova
Panevezys,55.725,24.3639,Lithuania
Jaffna,9.6647,80.0167,Sri Lanka
Bromley,51.407,0.021,United Kingdom
Abaetetuba,-1.7245,-48.8849,Brazil
Queluz,38.7566,-9.2545,Portugal
Bath,51.38,-2.36,United Kingdom
Santana,-0.0583,-51.1817,Brazil
`Amran,15.65,43.9333,Yemen
Edmonton,51.6154,-0.0708,United Kingdom
Lqoliaa,30.2942,-9.4544,Morocco
Hayes,51.5127,-0.4211,United Kingdom
Lobnya,56.0167,37.4833,Russia
Francistown,-21.1736,27.5125,Botswana
Catanzaro,38.91,16.5875,Italy
Aulnay-sous-Bois,48.9386,2.4906,France
Jonkoping,57.7713,14.165,Sweden
Germantown,39.1755,-77.2643,United States
Babahoyo,-1.8167,-79.5167,Ecuador
Takasagocho-takasemachi,34.7658,134.7906,Japan
Glyfada,37.88,23.7533,Greece
Cadereyta Jimenez,25.6,-100,Mexico
Westminster,33.7523,-117.9938,United States
Remedios de Escalada,-34.7167,-58.4,Argentina
Vanadzor,40.8128,44.4883,Armenia
Kitanagoya,35.25,136.8667,Japan
Higashiyamato,35.7456,139.4267,Japan
Tartus,34.8833,35.8833,Syria
Valjevo,44.2667,19.8833,Serbia
Santa Monica,34.0232,-118.4813,United States
Poitiers,46.58,0.34,France
Acayucan,17.9422,-94.9103,Mexico
Gjilan,42.47,21.47,Kosovo
Jalal-Abad,40.9375,72.9861,Kyrgyzstan
Umea,63.8285,20.2706,Sweden
Presov,49,21.2333,Slovakia
Balkanabat,39.5119,54.365,Turkmenistan
Mechelen,51.0281,4.4803,Belgium
Mukacheve,48.4414,22.7136,Ukraine
As Salt,32.0333,35.7333,Jordan
Ciudad de Ceuta,35.8867,-5.3,Spain
Versailles,48.8053,2.135,France
Caceres,-16.05,-57.51,Brazil
Volos,39.3611,22.9425,Greece
Carrieres-sur-Seine,48.9108,2.2889,France
Paulo Afonso,-9.3307,-38.2657,Brazil
Viana do Castelo,41.7,-8.8333,Portugal
Woolwich,51.488,0.063,United Kingdom
Miami Beach,25.8171,-80.1396,United States
San Leandro,37.7071,-122.1601,United States
Bracknell,51.416,-0.749,United Kingdom
Podujeve,42.9167,21.2,Kosovo
Apizaco,19.4167,-98.1333,Mexico
Coronel Oviedo,-25.45,-56.44,Paraguay
Codo,-4.4796,-43.88,Brazil
Fuentes del Valle,19.6325,-99.1386,Mexico
Ebolowa,2.9,11.15,Cameroon
San Juan de los Morros,9.901,-67.354,Venezuela
Citrus Heights,38.6948,-121.288,United States
State College,40.7909,-77.8568,United States
Koudougou,12.25,-2.3667,Burkina Faso
Darayya,33.4589,36.2372,Syria
Lokossa,6.615,1.715,Benin
Salina Cruz,16.1671,-95.2,Mexico
Concepcion,-23.4025,-57.4414,Paraguay
Jalpa de Mendez,18.1764,-93.0631,Mexico
Mardin,37.3167,40.7378,Turkey
Nakhon Sawan,15.7133,100.1353,Thailand
Como,45.8103,9.0861,Italy
Nacajuca,18.1692,-93.0197,Mexico
Cardenas,17.983,-93.367,Mexico
Loznica,44.5333,19.2258,Serbia
Edgware,51.6185,-0.2729,United Kingdom
Tucupita,9.0575,-62.0452,Venezuela
Nabatiye,33.3833,35.45,Lebanon
Kanasin,20.9344,-89.5578,Mexico
Ezpeleta,-34.7517,-58.2344,Argentina
Derry,55.0004,-7.3333,United Kingdom
Piatra Neamt,46.9275,26.3708,Romania
Ath Thawrah,35.8344,38.5464,Syria
Hawthorne,33.9146,-118.3476,United States
Lavras,-21.2453,-44.9997,Brazil
Avare,-23.0986,-48.9258,Brazil
Busto Arsizio,45.612,8.8518,Italy
Maasin,10.1333,124.85,Philippines
Kouvola,60.8681,26.7042,Finland
Kuznetsk,53.1167,46.6,Russia
Owariasahi,35.2167,137.0333,Japan
Daugavpils,55.8714,26.5161,Latvia
Ciudad Lerdo,25.55,-103.5167,Mexico
Issy-les-Moulineaux,48.8239,2.27,France
Pori,61.4847,21.7972,Finland
Scunthorpe,53.5809,-0.6502,United Kingdom
Yambol,42.4844,26.5086,Bulgaria
Louga,15.6167,-16.2167,Senegal
Manfalut,27.3128,30.9703,Egypt
Whittier,33.9678,-118.0188,United States
Clifton,40.8631,-74.1575,United States
Puerto Maldonado,-12.6,-69.1833,Peru
Hetauda,27.4167,85.0333,Nepal
Formosa,-15.5395,-47.34,Brazil
Chaguanas,10.5144,-61.4075,Trinidad And Tobago
Cunduacan,18.0667,-93.1667,Mexico
Chimaltenango,14.662,-90.82,Guatemala
Pazardzhik,42.1892,24.3317,Bulgaria
Uman',48.75,30.2167,Ukraine
Nagaoka,34.9267,135.6956,Japan
Nazareth,32.7021,35.2978,Israel
Ivanteyevka,55.97,37.92,Russia
Tucurui,-3.68,-49.72,Brazil
Chervonohrad,50.3822,24.2275,Ukraine
Cozumel,20.5104,-86.9493,Mexico
Cukai,4.2332,103.4479,Malaysia
Mbarara,-0.5996,30.65,Uganda
Champigny-sur-Marne,48.8172,2.5156,France
Lucerne,47.0523,8.3059,Switzerland
Mitrovice,42.8833,20.8667,Kosovo
Cabo San Lucas,22.8897,-109.9156,Mexico
Rivera,-30.9025,-55.5506,Uruguay
Kunitachi,35.6839,139.4414,Japan
Saint-Ouen,48.9123,2.3342,France
Ouidah,6.3604,2.09,Benin
Newmarket,44.05,-79.4667,Canada
Bitola,41.0319,21.3347,Macedonia
Itumbiara,-18.3996,-49.21,Brazil
Milpitas,37.4339,-121.8921,United States
Pernik,42.6097,23.0308,Bulgaria
Clichy,48.9044,2.3064,France
Phuket,7.8881,98.3975,Thailand
Ho,6.6114,0.4703,Ghana
West Bromwich,52.519,-1.995,United Kingdom
Alhambra,34.084,-118.1355,United States
Zilina,49.2167,18.7333,Slovakia
Resita,45.297,21.8865,Romania
Shinkai,35.8367,139.5803,Japan
Chatham,51.37,0.52,United Kingdom
Rueil-Malmaison,48.876,2.181,France
Antsiranana,-12.2765,49.3115,Madagascar
Dudley,52.508,-2.089,United Kingdom
Itauna,-20.0753,-44.5764,Brazil
Ban Talat Rangsit,13.987,100.6095,Thailand
Lodwar,3.1167,35.6,Kenya
Targu Jiu,45.0342,23.2747,Romania
Zacatlan,19.9319,-97.96,Mexico
Upper Darby,39.949,-75.2892,United States
Abomey,7.1853,1.9914,Benin
Mountain View,37.4,-122.0796,United States
Blagoevgrad,42.0219,23.0975,Bulgaria
Kasserine,35.1804,8.83,Tunisia
Elbasan,41.1125,20.0822,Albania
Al Muharraq,26.25,50.6167,Bahrain
White Rock,49.025,-122.8028,Canada
Nea Ionia,38.0333,23.75,Greece
Kayes,14.45,-11.4167,Mali
Sao Mateus,-18.7201,-39.8589,Brazil
South Shields,54.995,-1.43,United Kingdom
Paisley,55.8466,-4.4236,United Kingdom
Weston-super-Mare,51.346,-2.977,United Kingdom
Goiana,-7.5606,-35.0025,Brazil
Bilecik,40.1431,29.9792,Turkey
Juchitan de Zaragoza,16.4333,-95.0194,Mexico
Buena Park,33.8572,-118.0046,United States
Saint-Maur-des-Fosses,48.7994,2.4997,France
Hakkari,37.5744,43.7408,Turkey
Somerville,42.3908,-71.1013,United States
Chalandri,38.0167,23.8,Greece
Bury,53.593,-2.298,United Kingdom
Tres Lagoas,-20.7876,-51.7034,Brazil
Jatai,-17.8794,-51.7217,Brazil
Gravesend,51.4415,0.3685,United Kingdom
Aviles,43.5561,-5.9222,Spain
Deerfield Beach,26.305,-80.1277,United States
Targoviste,44.9244,25.4572,Romania
Altamira,-3.1996,-52.21,Brazil
Galway,53.2729,-9.0418,Ireland
Natitingou,10.3204,1.39,Benin
Sao Joao del Rei,-21.13,-44.25,Brazil
Barreiro,38.6609,-9.0733,Portugal
Paysandu,-32.32,-58.0756,Uruguay
Cicero,41.8445,-87.7593,United States
Atakpame,7.53,1.12,Togo
Focsani,45.6997,27.1797,Romania
Palmerston North,-40.3549,175.6095,New Zealand
Iguatu,-6.3594,-39.2986,Brazil
Drancy,48.93,2.45,France
Adigrat,14.2667,39.45,Ethiopia
Zuwarah,32.9333,12.0833,Libya
Shancheng,34.7904,116.08,China
Sidi Qacem,34.21,-5.7,Morocco
Puerto Ayacucho,5.6631,-67.6264,Venezuela
Lawrence,42.7003,-71.1626,United States
Erdenet,49.0278,104.0444,Mongolia
Rubi,41.4933,2.0325,Spain
Temoaya,19.4686,-99.5933,Mexico
Ouahigouya,13.5833,-2.4167,Burkina Faso
Silver Spring,39.0028,-77.0207,United States
